Company,InvoiceDate,Year,Region,Country,CustomerID,InvoiceID,OrderID,ProductCategory,ProductID,SKU,Quantity,UnitPrice,UnitCost,DiscountPct,Revenue,Cost,Profit,TaxRate,TaxAmount,ShippingCost,ShipmentDelayDays,PaymentMethod,PaymentStatus,ReturnFlag,ReturnReason,CustomerSatisfaction,LoyaltyTier,ProfitMarginPct,DaysToPayEstimate
BetaWorks,2022-07-27,2022,North,USA,CUST00716,BET-100319,871NGETL53,Healthcare,PID-7674-159,SKU-948136,4,93.95,51.91,0.15,319.43,207.64,111.79,0.18,57.5,18.13,9,Bank Transfer,Pending,0,,7.4,Silver,35.0,106
BetaWorks,2021-10-01,2021,International,UK,CUST00719,BET-100584,256HHGTQMO,Consumables,PID-9689-603,SKU-701650,6,5.1,3.29,0.0,30.6,19.74,10.86,0.18,5.51,0.0,7,Bank Transfer,Paid,0,,7.3,Platinum,35.49,4
BetaWorks,2024-11-06,2024,Central,USA,CUST00760,BET-101094,109M24OOG2,Software,PID-8128-647,SKU-211943,3,117.6,60.57,0.0,352.8,181.71,171.09,0.18,63.5,0.28,-1,Credit Card,Paid,0,,7.9,Bronze,48.49,6
BetaWorks,2020-01-24,2020,North,USA,CUST01331,BET-100589,3TFFR8COO0,Office Supplies,PID-9397-251,SKU-667429,2,10.38,7.16,0.0,20.76,14.32,6.44,0.18,3.74,2.78,3,Invoice,Paid,0,,3.7,Silver,31.02,11
BetaWorks,2021-07-31,2021,West,USA,CUST00659,BET-100521,590J1MNYW0,Automotive,PID-9817-785,SKU-779945,2,1400.95,748.83,0.0,2801.9,1497.66,1304.24,0.18,504.34,13.05,8,Invoice,Paid,0,,4.6,Bronze,46.55,25
BetaWorks,2019-05-03,2019,South,USA,CUST01179,BET-100896,XHVT1KKEQV,Automotive,PID-9817-338,SKU-434595,4,1760.99,1169.14,0.2,5635.17,4676.56,958.61,0.18,1014.33,14.47,9,Invoice,Paid,1,Changed mind,5.7,Platinum,17.01,15
BetaWorks,2023-04-13,2023,Central,USA,CUST01360,BET-100290,V1UITDJ4WT,Hardware,PID-3240-872,SKU-301195,4,147.77,83.98,0.05,561.53,335.92,225.61,0.18,101.08,13.34,-1,PayPal,Paid,0,,8.4,Bronze,40.18,1
BetaWorks,2023-12-22,2023,International,DE,CUST01008,BET-100790,Y6K7AYLPRS,Consumables,PID-9689-363,SKU-386703,1,4.19,3.56,0.1,3.77,3.56,0.21,0.18,0.68,20.57,4,Invoice,Paid,0,,6.9,Bronze,5.57,26
BetaWorks,2019-12-02,2019,North,USA,CUST00382,BET-100618,EM9IUYZ9TO,Hardware,PID-3240-614,SKU-845492,7,230.93,125.67,0.2,1293.21,879.69,413.52,0.18,232.78,1.57,0,Bank Transfer,Paid,0,,6.3,Bronze,31.98,6
BetaWorks,2020-08-11,2020,International,AU,CUST00219,BET-100809,I47KAH8OXE,Services,PID-8674-496,SKU-207334,6,284.52,133.15,0.0,1707.12,798.9,908.22,0.18,307.28,12.85,2,Invoice,Pending,0,,7.7,Gold,53.2,113
BetaWorks,2020-01-18,2020,North,USA,CUST01439,BET-100327,WFJ2ETPSEY,Electronics,PID-2740-748,SKU-949925,4,294.06,239.28,0.0,1176.24,957.12,219.12,0.18,211.72,3.86,3,Invoice,Paid,0,,8.5,Platinum,18.63,20
BetaWorks,2019-12-15,2019,West,USA,CUST00158,BET-100782,2V17TZ63RR,Services,PID-8674-548,SKU-489090,4,314.36,147.95,0.0,1257.44,591.8,665.64,0.18,226.34,23.15,9,Invoice,Paid,0,,4.3,Bronze,52.94,0
BetaWorks,2023-11-06,2023,International,UK,CUST00461,BET-100364,R1UP3CZSAZ,Hardware,PID-3240-974,SKU-799987,3,112.31,90.52,0.0,336.93,271.56,65.37,0.18,60.65,14.06,-2,Cash,Paid,0,,7.5,Bronze,19.4,28
BetaWorks,2021-04-25,2021,West,USA,CUST00922,BET-101120,AIBHYHHX2X,Furniture,PID-6997-845,SKU-200491,5,385.72,314.9,0.0,1928.6,1574.5,354.1,0.18,347.15,23.07,0,Invoice,Paid,0,,,Gold,18.36,6
BetaWorks,2023-02-18,2023,North,USA,CUST01360,BET-100732,495AJGATXP,Services,PID-8674-768,SKU-856273,3,285.41,184.13,0.0,856.23,552.39,303.84,0.18,154.12,21.62,6,PayPal,Paid,0,,6.7,Silver,35.49,23
BetaWorks,2023-05-18,2023,International,AU,CUST00230,BET-100737,3FM348NI74,Automotive,PID-9817-856,SKU-795096,3,1287.82,1066.43,0.0,3863.46,3199.29,664.17,0.18,695.42,9.46,6,Invoice,Paid,0,,6.7,Bronze,17.19,0
BetaWorks,2019-07-10,2019,East,USA,CUST01145,BET-100330,W0JGQEVDM6,Services,PID-8674-930,SKU-146867,5,310.12,257.14,0.0,1550.6,1285.7,264.9,0.18,279.11,12.92,-2,Cash,Paid,0,,9.2,Bronze,17.08,5
BetaWorks,2022-07-28,2022,East,USA,CUST01289,BET-100368,NNHN3K7DD1,Services,PID-8674-645,SKU-798071,1,184.23,98.72,0.05,175.02,98.72,76.3,0.18,31.5,11.53,3,Cash,Paid,0,,7.5,Bronze,43.6,24
BetaWorks,2023-09-15,2023,Central,USA,CUST01427,BET-100824,TQW8DO3PX9,Automotive,PID-9817-396,SKU-196099,2,2258.23,1430.83,0.05,4290.64,2861.66,1428.98,0.18,772.32,6.38,-2,Cash,Pending,0,,,Gold,33.3,46
BetaWorks,2024-06-22,2024,East,USA,CUST00404,BET-100832,UC036I6QGC,Accessories,PID-5585-466,SKU-601229,5,42.79,31.73,0.0,213.95,158.65,55.3,0.18,38.51,0.0,-1,PayPal,Paid,0,,8.3,Gold,25.85,11
BetaWorks,2020-09-04,2020,Central,USA,CUST00449,BET-101296,S1TLQ4T6F1,Automotive,PID-9817-566,SKU-465130,2,1915.76,1497.53,0.2,3065.22,2995.06,70.16,0.18,551.74,21.85,1,Credit Card,Paid,0,,7.6,Bronze,2.29,4
BetaWorks,2022-11-12,2022,South,USA,CUST00297,BET-100271,EXRCLIC6B0,Automotive,PID-9817-802,SKU-252204,4,1044.86,681.09,0.0,4179.44,2724.36,1455.08,0.18,752.3,18.05,-2,Invoice,Paid,0,,9.0,Gold,34.82,9
BetaWorks,2021-07-30,2021,East,USA,CUST00777,BET-100391,23648N9JI7,Accessories,PID-5585-508,SKU-741699,3,33.82,20.82,0.0,101.46,62.46,39.0,0.18,18.26,10.67,7,Credit Card,Paid,0,,3.5,Silver,38.44,13
BetaWorks,2024-04-05,2024,North,USA,CUST01411,BET-100796,HEDXFE3JWE,Accessories,PID-5585-956,SKU-128331,1,48.89,26.22,0.2,39.11,26.22,12.89,0.18,7.04,19.74,0,Cash,Paid,0,,7.3,Silver,32.96,24
BetaWorks,2020-09-26,2020,North,USA,CUST01098,BET-100165,Q5SMVVBJB1,Accessories,PID-5585-374,SKU-574345,5,,45.67,0.0,,228.35,,0.18,,,14,Cash,Paid,0,,,Silver,,23
BetaWorks,2020-05-03,2020,West,USA,CUST00023,BET-101027,X9A8F8BOR2,Electronics,PID-2740-396,SKU-197108,4,196.03,118.46,0.05,744.91,473.84,271.07,0.18,134.08,21.11,3,Cash,Paid,0,,8.5,Bronze,36.39,23
BetaWorks,2021-08-13,2021,International,UK,CUST00968,BET-100383,BIJ200Q696,Furniture,PID-6997-370,SKU-456815,6,505.39,401.84,0.15,2577.49,2411.04,166.45,0.18,463.95,28.85,-2,Bank Transfer,Paid,0,,7.5,Bronze,6.46,27
BetaWorks,2019-11-10,2019,International,AU,CUST00677,BET-100746,M4F8FWS0GV,Furniture,PID-6997-975,SKU-491286,1,276.6,165.79,0.0,276.6,165.79,110.81,0.18,49.79,18.83,-2,PayPal,Paid,0,,8.3,Bronze,40.06,4
BetaWorks,2023-11-01,2023,East,USA,CUST00391,BET-100633,KOODVMBO4K,Office Supplies,PID-9397-242,SKU-649911,4,15.54,12.8,0.0,62.16,51.2,10.96,0.18,11.19,5.51,1,Invoice,Paid,0,,7.1,Platinum,17.63,6
BetaWorks,2023-10-20,2023,North,USA,CUST00704,BET-101101,W8DXAJXMB5,Furniture,PID-6997-419,SKU-452022,4,329.17,212.6,0.0,1316.68,850.4,466.28,0.18,237.0,0.4,-1,Cash,Paid,0,,6.9,Bronze,35.41,16
BetaWorks,2019-12-23,2019,West,USA,CUST00489,BET-101138,GDXBZ392N9,Services,PID-8674-155,SKU-516129,2,507.33,235.76,0.1,913.19,471.52,441.67,0.18,164.37,25.29,21,Cash,Paid,0,,5.1,Silver,48.37,19
BetaWorks,2024-06-23,2024,South,USA,CUST01445,BET-100910,7C9UGZ40ZV,Office Supplies,PID-9397-567,SKU-439391,3,11.7,9.01,0.0,35.1,27.03,8.07,0.18,6.32,10.47,7,Invoice,Overdue,0,,4.8,Gold,22.99,82
BetaWorks,2019-05-15,2019,South,USA,CUST01053,BET-101045,DQC9PUN6EN,Office Supplies,PID-9397-876,SKU-699147,4,10.15,4.61,0.0,40.6,18.44,22.16,0.18,7.31,4.88,-1,Credit Card,Paid,0,,6.3,Bronze,54.58,9
BetaWorks,2019-03-06,2019,East,USA,CUST01475,BET-100912,BVV0TL13IC,Services,PID-8674-342,SKU-457564,10,301.68,202.94,0.0,3016.8,2029.4,987.4,0.18,543.02,11.13,-2,Credit Card,Paid,0,,9.0,Silver,32.73,7
BetaWorks,2019-03-08,2019,West,USA,CUST01041,BET-100022,PH1Y3BQHOK,Healthcare,PID-7674-932,SKU-277377,4,80.55,63.73,0.0,322.2,254.92,67.28,0.18,58.0,0.0,12,Invoice,Paid,0,,7.1,Gold,20.88,4
BetaWorks,2024-05-12,2024,International,AU,CUST00182,BET-100074,J43DGAMRH4,Services,PID-8674-247,SKU-823730,6,285.29,158.19,0.05,1626.15,949.14,677.01,0.18,292.71,16.18,5,Invoice,Paid,0,,6.6,Bronze,41.63,7
BetaWorks,2021-12-01,2021,Central,USA,CUST00619,BET-100572,SD1JCPTZZZ,Consumables,PID-9689-170,SKU-176222,4,4.46,2.64,0.0,17.84,10.56,7.28,0.18,3.21,10.55,6,Credit Card,Paid,0,,9.2,Silver,40.81,17
BetaWorks,2024-01-01,2024,North,USA,CUST00338,BET-101050,XS5GD7SPBZ,Consumables,PID-9689-294,SKU-657050,7,,1.77,0.0,,12.39,,0.18,,,9,Credit Card,Paid,0,,,Bronze,,1
BetaWorks,2021-10-13,2021,South,USA,CUST01106,BET-101317,T92ZX195O3,Healthcare,PID-7674-563,SKU-821349,7,94.01,42.43,0.0,658.07,297.01,361.06,0.18,118.45,19.75,-1,Invoice,Paid,0,,8.7,Bronze,54.87,21
BetaWorks,2019-01-01,2019,West,USA,CUST00884,BET-100051,P8OEI975YQ,Accessories,PID-5585-429,SKU-179918,2,47.2,40.06,0.0,94.4,80.12,14.28,0.18,16.99,9.15,-1,Credit Card,Overdue,0,,5.3,Bronze,15.13,113
BetaWorks,2024-07-09,2024,Central,USA,CUST00755,BET-100182,8L0UW6IK20,Furniture,PID-6997-322,SKU-243357,6,515.99,346.99,0.0,3095.94,2081.94,1014.0,0.18,557.27,0.0,-2,Cash,Paid,0,,8.0,Gold,32.75,20
BetaWorks,2020-09-25,2020,North,USA,CUST00350,BET-100917,7703P24BX2,Consumables,PID-9689-891,SKU-278150,5,4.64,3.01,0.15,19.72,15.05,4.67,0.18,3.55,18.77,2,Bank Transfer,Overdue,0,,7.7,Silver,23.68,57
BetaWorks,2020-01-29,2020,West,USA,CUST00673,BET-100295,JETHBVVJT8,Services,PID-8674-317,SKU-388118,5,287.55,223.09,0.0,1437.75,1115.45,322.3,0.18,258.8,9.4,-2,Credit Card,Paid,0,,7.9,Gold,22.42,8
BetaWorks,2021-08-21,2021,West,USA,CUST01238,BET-100740,V1GFBCHZ6P,Consumables,PID-9689-691,SKU-229067,3,3.94,2.34,0.05,11.23,7.02,4.21,0.18,2.02,2.22,17,Invoice,Paid,0,,4.2,Bronze,37.49,14
BetaWorks,2023-12-13,2023,International,UK,CUST01021,BET-100831,PAJN32IQ92,Electronics,PID-2740-850,SKU-719973,4,182.26,128.8,0.0,729.04,515.2,213.84,0.18,131.23,7.38,0,Credit Card,Overdue,0,,8.6,Bronze,29.33,41
BetaWorks,2020-12-14,2020,South,USA,CUST01059,BET-100137,8EHIVM4YLH,Consumables,PID-9689-290,SKU-624914,3,5.87,4.53,0.0,17.61,13.59,4.02,0.18,3.17,0.0,10,PayPal,Paid,0,,6.8,Bronze,22.83,12
BetaWorks,2022-12-15,2022,International,DE,CUST01259,BET-100184,7Y9PPPCGQ6,Software,PID-8128-528,SKU-170146,3,129.64,95.83,0.15,330.58,287.49,43.09,0.18,59.5,14.28,13,Credit Card,Paid,0,,7.4,Bronze,13.03,0
BetaWorks,2021-01-14,2021,South,USA,CUST01071,BET-101309,EL4RV2YN9H,Furniture,PID-6997-658,SKU-899863,5,462.73,391.46,0.1,2082.29,1957.3,124.99,0.18,374.81,26.8,5,Credit Card,Paid,0,,6.6,Silver,6.0,17
BetaWorks,2022-09-01,2022,North,USA,CUST00853,BET-100760,8YU98GFEX6,Automotive,PID-9817-200,SKU-299950,3,1094.91,510.85,0.0,3284.73,1532.55,1752.18,0.18,591.25,21.9,-2,Cash,Paid,0,,6.2,Bronze,53.34,26
BetaWorks,2022-07-17,2022,North,USA,CUST00027,BET-100049,RRXC9MIDUX,Hardware,PID-3240-146,SKU-253734,4,135.21,74.43,0.0,540.84,297.72,243.12,0.18,97.35,26.32,1,Credit Card,Paid,0,,5.8,Silver,44.95,10
BetaWorks,2022-08-04,2022,International,DE,CUST01113,BET-100920,C9YVRZMWPL,Software,PID-8128-840,SKU-555486,4,52.24,28.79,0.1,188.06,115.16,72.9,0.18,33.85,6.61,-2,Cash,Paid,0,,3.7,Bronze,38.76,18
BetaWorks,2022-07-25,2022,International,DE,CUST01249,BET-100483,W9O01E4ZNZ,Electronics,PID-2740-813,SKU-270545,4,266.36,125.57,0.0,1065.44,502.28,563.16,0.18,191.78,24.36,4,PayPal,Paid,0,,5.3,Silver,52.86,13
BetaWorks,2019-03-02,2019,International,AU,CUST00380,BET-101321,SZ2DCPGANL,Accessories,PID-5585-766,SKU-892305,6,30.99,23.78,0.2,148.75,142.68,6.07,0.18,26.78,9.31,-2,PayPal,Paid,0,,7.3,Bronze,4.08,4
BetaWorks,2023-02-15,2023,West,USA,CUST01461,BET-101013,C2H6HTNORR,Software,PID-8128-226,SKU-556347,5,142.89,103.74,0.05,678.73,518.7,160.03,0.18,122.17,3.1,5,Bank Transfer,Paid,0,,7.3,Bronze,23.58,23
BetaWorks,2019-05-19,2019,South,USA,CUST00464,BET-100150,JJRX3XHYTD,Furniture,PID-6997-146,SKU-965625,5,333.2,187.78,0.0,1666.0,938.9,727.1,0.18,299.88,17.43,10,Bank Transfer,Paid,0,,10.0,Bronze,43.64,21
BetaWorks,2019-10-05,2019,South,USA,CUST00624,BET-100778,ZADBS9CWQQ,Healthcare,PID-7674-911,SKU-763052,5,75.59,52.19,0.0,377.95,260.95,117.0,0.18,68.03,14.94,-2,Credit Card,Paid,0,,7.1,Bronze,30.96,4
BetaWorks,2020-01-16,2020,West,USA,CUST01041,BET-100284,CH8Q7QRERI,Hardware,PID-3240-400,SKU-111749,4,134.17,85.33,0.0,536.68,341.32,195.36,0.18,96.6,4.34,0,Credit Card,Paid,0,,10.0,Gold,36.4,4
BetaWorks,2024-08-24,2024,South,USA,CUST01267,BET-100256,DTO62PYPR1,Services,PID-8674-467,SKU-243559,3,221.89,170.08,0.0,665.67,510.24,155.43,0.18,119.82,6.31,6,Bank Transfer,Paid,1,Not as described,7.2,Silver,23.35,15
BetaWorks,2022-03-02,2022,North,USA,CUST00891,BET-100803,NTSEKP8YNN,Electronics,PID-2740-312,SKU-620973,7,280.21,217.63,0.05,1863.4,1523.41,339.99,0.18,335.41,7.72,3,Credit Card,Paid,0,,5.9,Bronze,18.25,0
BetaWorks,2019-07-16,2019,Central,USA,CUST01123,BET-100484,9XWI7084L9,Consumables,PID-9689-278,SKU-456371,4,6.75,3.84,0.0,27.0,15.36,11.64,0.18,4.86,14.99,-2,Bank Transfer,Paid,0,,6.9,Silver,43.11,1
BetaWorks,2023-06-26,2023,East,USA,CUST01249,BET-100138,PAJSPJ00VM,Accessories,PID-5585-547,SKU-886803,7,31.94,20.15,0.0,223.58,141.05,82.53,0.18,40.24,17.31,5,PayPal,Paid,0,,6.4,Platinum,36.91,24
BetaWorks,2021-10-15,2021,International,AU,CUST01119,BET-100055,G2AHN110BS,Automotive,PID-9817-940,SKU-670412,3,1154.85,713.76,0.0,3464.55,2141.28,1323.27,0.18,623.62,13.17,4,Bank Transfer,Paid,0,,7.8,Gold,38.19,20
BetaWorks,2023-12-29,2023,International,DE,CUST00512,BET-100362,92RI52ZVBC,Hardware,PID-3240-231,SKU-239292,3,263.64,187.92,0.0,790.92,563.76,227.16,0.18,142.37,6.66,4,Cash,Paid,0,,7.1,Bronze,28.72,11
BetaWorks,2024-05-21,2024,International,UK,CUST00918,BET-100273,W20X3RKWWC,Consumables,PID-9689-265,SKU-241370,2,5.84,3.83,0.0,11.68,7.66,4.02,0.18,2.1,4.03,5,Invoice,Paid,0,,8.2,Bronze,34.42,16
BetaWorks,2022-10-15,2022,East,USA,CUST00648,BET-100569,H168287SF1,Accessories,PID-5585-538,SKU-619683,7,44.72,31.22,0.0,313.04,218.54,94.5,0.18,56.35,8.07,-2,Credit Card,Paid,0,,7.7,Gold,30.19,17
BetaWorks,2024-05-29,2024,Central,USA,CUST00025,BET-100380,M1VD7CRABO,Automotive,PID-9817-562,SKU-159751,3,1993.59,1327.54,0.0,5980.77,3982.62,1998.15,0.18,1076.54,23.87,0,Bank Transfer,Paid,0,,7.6,Silver,33.41,6
BetaWorks,2022-05-04,2022,West,USA,CUST01007,BET-100661,GVA34E5BCI,Office Supplies,PID-9397-208,SKU-450551,2,16.84,8.17,0.0,33.68,16.34,17.34,0.18,6.06,11.96,-2,Bank Transfer,Paid,0,,8.6,Silver,51.48,16
BetaWorks,2024-05-05,2024,International,IN,CUST00658,BET-100206,L9HGMTVPPF,Electronics,PID-2740-478,SKU-358907,6,173.65,141.49,0.5,520.95,848.94,-327.99,0.18,93.77,8.55,10,Credit Card,Paid,0,,5.9,Bronze,-62.96,3
BetaWorks,2022-04-15,2022,West,USA,CUST00868,BET-101059,ZEKS48MQVF,Automotive,PID-9817-439,SKU-167052,7,1696.33,1286.45,0.0,11874.31,9005.15,2869.16,0.18,2137.38,17.52,3,Cash,Paid,0,,,Gold,24.16,10
BetaWorks,2022-04-26,2022,South,USA,CUST01176,BET-100823,D27Z5Q8P6U,Automotive,PID-9817-998,SKU-828735,1,1569.25,1274.72,0.0,1569.25,1274.72,294.53,0.18,282.46,15.53,0,Cash,Paid,0,,5.5,Bronze,18.77,10
BetaWorks,2020-06-02,2020,East,USA,CUST01380,BET-101028,U4ZVX7LOFO,Software,PID-8128-421,SKU-551816,3,166.59,94.65,0.0,499.77,283.95,215.82,0.18,89.96,24.41,5,Invoice,Paid,0,,6.9,Bronze,43.18,7
BetaWorks,2023-12-12,2023,West,USA,CUST00971,BET-100763,B1W0XWXVTX,Electronics,PID-2740-536,SKU-842736,6,354.75,161.69,0.1,1915.65,970.14,945.51,0.18,344.82,11.09,12,PayPal,Paid,0,,7.8,Gold,49.36,24
BetaWorks,2021-04-21,2021,Central,USA,CUST00452,BET-100321,T8D61098CJ,Furniture,PID-6997-494,SKU-298263,6,434.79,220.95,0.0,2608.74,1325.7,1283.04,0.18,469.57,11.0,-1,Cash,Paid,0,,7.7,Silver,49.18,28
BetaWorks,2023-06-30,2023,West,USA,CUST00602,BET-100634,6L6E2YE38D,Furniture,PID-6997-876,SKU-509185,4,402.23,185.89,0.0,1608.92,743.56,865.36,0.18,289.61,14.89,10,PayPal,Paid,0,,9.5,Silver,53.79,4
BetaWorks,2020-02-28,2020,Central,USA,CUST00625,BET-100276,ORUCU6SYVU,Hardware,PID-3240-699,SKU-156153,8,159.48,97.05,0.2,1020.67,776.4,244.27,0.18,183.72,9.16,8,Invoice,Overdue,0,,8.6,Bronze,23.93,34
BetaWorks,2024-06-23,2024,West,USA,CUST00795,BET-100109,BEQERFTNVI,Electronics,PID-2740-381,SKU-840756,4,251.12,189.25,0.0,1004.48,757.0,247.48,0.18,180.81,29.33,13,Invoice,Paid,0,,9.6,Silver,24.64,0
BetaWorks,2023-03-03,2023,West,USA,CUST00863,BET-100601,XT6XNNZL0Y,Furniture,PID-6997-198,SKU-485508,4,481.63,349.62,0.0,1926.52,1398.48,528.04,0.18,346.77,5.07,2,Invoice,Paid,0,,6.7,Bronze,27.41,28
BetaWorks,2020-08-31,2020,North,USA,CUST00252,BET-101146,5H1G8Z44J9,Accessories,PID-5585-424,SKU-405808,3,45.42,28.95,0.0,136.26,86.85,49.41,0.18,24.53,8.31,11,PayPal,Paid,0,,8.9,Gold,36.26,14
BetaWorks,2021-09-25,2021,Central,USA,CUST00609,BET-101292,1GLRAPDN3H,Electronics,PID-2740-957,SKU-585339,3,289.7,190.1,0.0,869.1,570.3,298.8,0.18,156.44,10.94,-2,PayPal,Paid,0,,8.1,Bronze,34.38,22
BetaWorks,2019-11-18,2019,North,USA,CUST00715,BET-101178,BWACJ28MSA,Accessories,PID-5585-150,SKU-114209,2,30.2,24.38,0.0,60.4,48.76,11.64,0.18,10.87,11.93,10,Invoice,Paid,0,,8.4,Bronze,19.27,13
BetaWorks,2022-09-18,2022,International,IN,CUST00048,BET-100331,68O3BTG7GA,Healthcare,PID-7674-901,SKU-476032,2,105.21,55.79,0.0,210.42,111.58,98.84,0.18,37.88,16.21,3,Bank Transfer,Paid,0,,6.5,Bronze,46.97,13
BetaWorks,2024-12-02,2024,North,USA,CUST01326,BET-101288,CY6FD627DT,Consumables,PID-9689-563,SKU-236923,3,5.54,4.46,0.0,16.62,13.38,3.24,0.18,2.99,11.51,4,PayPal,Pending,0,,9.9,Silver,19.49,58
BetaWorks,2020-11-25,2020,International,IN,CUST00512,BET-100752,KR41IKJNC8,Office Supplies,PID-9397-739,SKU-457062,4,8.36,5.0,0.0,33.44,20.0,13.44,0.18,6.02,21.64,5,Invoice,Paid,0,,8.2,Bronze,40.19,0
BetaWorks,2023-02-03,2023,West,USA,CUST01288,BET-101069,1VUTPQCMSV,Office Supplies,PID-9397-888,SKU-138727,4,11.75,7.91,0.0,47.0,31.64,15.36,0.18,8.46,11.25,-2,Bank Transfer,Paid,0,,7.0,Bronze,32.68,16
BetaWorks,2024-08-17,2024,Central,USA,CUST00818,BET-100312,9DD5S0Q7OC,Automotive,PID-9817-847,SKU-421296,3,1256.69,805.33,0.0,3770.07,2415.99,1354.08,0.18,678.61,3.53,2,Cash,Paid,0,,7.6,Bronze,35.92,7
BetaWorks,2023-08-17,2023,West,USA,CUST01304,BET-101261,VPK2U4AVPM,Accessories,PID-5585-781,SKU-721677,3,44.6,35.33,0.05,127.11,105.99,21.12,0.18,22.88,7.96,-1,Credit Card,Paid,0,,8.2,Bronze,16.62,12
BetaWorks,2024-07-17,2024,North,USA,CUST00165,BET-101222,M8ZTA66TGK,Hardware,PID-3240-476,SKU-480202,9,175.87,81.54,0.0,1582.83,733.86,848.97,0.18,284.91,23.23,-2,PayPal,Paid,0,,8.4,Platinum,53.64,27
BetaWorks,2020-09-01,2020,West,USA,CUST00230,BET-100741,DPVGNYHC1R,Hardware,PID-3240-321,SKU-141529,3,124.63,58.75,0.0,373.89,176.25,197.64,0.18,67.3,14.9,2,Invoice,Paid,0,,5.1,Bronze,52.86,15
BetaWorks,2020-10-01,2020,South,USA,CUST00004,BET-100428,EY5QWQMKQI,Services,PID-8674-841,SKU-846503,6,309.47,189.8,0.0,1856.82,1138.8,718.02,0.18,334.23,7.71,-1,Invoice,Paid,0,,6.5,Silver,38.67,0
BetaWorks,2020-01-04,2020,South,USA,CUST00940,BET-100036,IG6UO3ZIN1,Office Supplies,PID-9397-100,SKU-238264,3,15.59,9.49,0.0,46.77,28.47,18.3,0.18,8.42,16.87,7,Cash,Paid,0,,6.8,Bronze,39.13,10
BetaWorks,2022-08-16,2022,East,USA,CUST00637,BET-101262,BD554E0RK1,Accessories,PID-5585-807,SKU-263861,5,20.42,11.27,0.05,97.0,56.35,40.65,0.18,17.46,14.05,0,Bank Transfer,Paid,0,,5.0,Silver,41.91,7
BetaWorks,2021-11-05,2021,Central,USA,CUST00689,BET-100393,T2MD8W1SAG,Healthcare,PID-7674-458,SKU-426126,6,86.74,52.31,0.0,520.44,313.86,206.58,0.18,93.68,11.29,10,Cash,Paid,0,,4.6,Silver,39.69,11
BetaWorks,2023-05-09,2023,West,USA,CUST01360,BET-100457,JC7IU26RVP,Healthcare,PID-7674-134,SKU-551329,3,141.45,118.65,0.05,403.13,355.95,47.18,0.18,72.56,12.09,1,Credit Card,Paid,0,,4.9,Bronze,11.7,20
BetaWorks,2019-08-13,2019,Central,USA,CUST01224,BET-101148,DZWI7PLC1K,Software,PID-8128-363,SKU-440526,6,111.23,81.99,0.05,634.01,491.94,142.07,0.18,114.12,18.99,9,Cash,Paid,0,,6.6,Bronze,22.41,4
BetaWorks,2020-11-28,2020,Central,USA,CUST00958,BET-100840,XPYBNRK4PV,Automotive,PID-9817-351,SKU-270107,4,2067.58,1577.95,0.0,8270.32,6311.8,1958.52,0.18,1488.66,15.98,6,Bank Transfer,Paid,0,,8.6,Silver,23.68,8
BetaWorks,2023-12-12,2023,Central,USA,CUST01022,BET-101278,XF8GVP4N23,Automotive,PID-9817-407,SKU-479530,4,1855.03,1067.67,0.0,7420.12,4270.68,3149.44,0.18,1335.62,10.64,9,PayPal,Paid,0,,7.2,Bronze,42.44,20
BetaWorks,2023-10-23,2023,North,USA,CUST01278,BET-100064,VAHBEF2IBN,Accessories,PID-5585-123,SKU-737859,4,51.79,23.69,0.0,207.16,94.76,112.4,0.18,37.29,20.74,7,Invoice,Pending,0,,4.4,Bronze,54.26,103
BetaWorks,2023-11-06,2023,South,USA,CUST00980,BET-101197,5QSFRPK9VO,Consumables,PID-9689-796,SKU-549133,4,5.65,3.31,0.0,22.6,13.24,9.36,0.18,4.07,2.18,14,PayPal,Paid,0,,6.9,Silver,41.42,26
BetaWorks,2021-03-23,2021,East,USA,CUST00096,BET-100485,D613LY4QZT,Automotive,PID-9817-281,SKU-521386,3,1564.76,1199.8,0.0,4694.28,3599.4,1094.88,0.18,844.97,20.71,11,Credit Card,Paid,0,,6.7,Bronze,23.32,24
BetaWorks,2019-09-09,2019,Central,USA,CUST01375,BET-100154,R7VHTCLR45,Services,PID-8674-909,SKU-619582,4,329.61,213.31,0.05,1252.52,853.24,399.28,0.18,225.45,8.32,-2,Credit Card,Paid,0,,,Bronze,31.88,25
BetaWorks,2024-11-24,2024,South,USA,CUST01100,BET-100539,6949QBFIY4,Accessories,PID-5585-271,SKU-954056,4,26.69,12.8,0.5,53.38,51.2,2.18,0.18,9.61,10.46,7,Invoice,Paid,0,,5.6,Bronze,4.08,14
BetaWorks,2019-04-22,2019,East,USA,CUST01386,BET-100575,WL94MOPA94,Software,PID-8128-194,SKU-730166,5,115.31,73.24,0.0,576.55,366.2,210.35,0.18,103.78,12.27,2,Cash,Paid,0,,8.5,Bronze,36.48,21
BetaWorks,2021-07-31,2021,East,USA,CUST01382,BET-100775,04LF3CF08P,Consumables,PID-9689-875,SKU-998240,8,5.19,2.75,0.0,41.52,22.0,19.52,0.18,7.47,0.0,10,PayPal,Paid,0,,7.0,Bronze,47.01,17
BetaWorks,2024-04-10,2024,West,USA,CUST00191,BET-100313,XXSYKQVOX2,Services,PID-8674-492,SKU-674158,3,298.48,172.41,0.0,895.44,517.23,378.21,0.18,161.18,18.49,-2,Invoice,Paid,0,,7.0,Bronze,42.24,16
